"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 03 10:41:25 CST 2021","Fri Dec 03 10:41:26 CST 2021","1283","test_project","test_wxapi","TestWxApi","","","test_get_token",""
